Id,SalePrice
1675,190372.0
1676,189805.0
1677,219753.0
1678,494682.0
1679,396986.0
1680,338641.0
1681,244991.0
1682,303007.0
1683,177397.0
1684,171714.0
1685,172299.0
1686,167009.0
1687,168943.0
1688,187786.0
1689,195459.0
1690,194326.0
1691,181691.0
1692,264885.0
1693,165432.0
1694,182131.0
1695,164099.0
1696,275346.0
1697,169170.0
1698,349674.0
1699,306329.0
1700,250226.0
1701,271397.0
1702,245566.0
1703,246417.0
1704,281700.0
1705,235497.0
1706,435713.0
1707,214261.0
1708,205204.0
1709,266108.0
1710,218341.0
1711,269872.0
1712,261534.0
1713,275364.0
1714,223789.0
1715,206479.0
1716,178820.0
1717,169355.0
1718,132583.0
1719,203565.0
1720,240039.0
1721,162356.0
1722,121169.0
1723,155162.0
1724,210296.0
1725,236740.0
1726,181966.0
1727,155027.0
1728,170365.0
1729,168370.0
1730,157149.0
1731,120567.0
1732,129451.0
1733,117301.0
1734,125164.0
1735,124483.0
1736,111475.0
1737,313609.0
1738,237188.0
1739,254654.0
1740,221776.0
1741,193337.0
1742,173907.0
1743,174050.0
1744,321714.0
1745,215129.0
1746,179754.0
1747,216611.0
1748,223007.0
1749,148137.0
1750,126463.0
1751,242731.0
1752,119094.0
1753,145179.0
1754,197503.0
1755,168403.0
1756,129510.0
1757,120599.0
1758,142826.0
1759,158457.0
1760,166955.0
1761,141739.0
1762,182880.0
1763,174270.0
1764,114598.0
1765,157411.0
1766,182693.0
1767,225585.0
1768,143078.0
1769,171778.0
1770,150069.0
1771,125229.0
1772,131531.0
1773,128494.0
1774,139309.0
1775,138976.0
1776,122579.0
1777,108464.0
1778,137853.0
1779,116021.0
1780,175568.0
1781,126292.0
1782,89078.0
1783,143538.0
1784,109289.0
1785,119372.0
1786,131607.0
1787,160173.0
1788,54943.0
1789,93204.0
1790,75535.0
1791,180338.0
1792,162038.0
1793,125784.0
1794,150351.0
1795,132506.0
1796,122851.0
1797,113731.0
1798,119844.0
1799,110904.0
1800,126647.0
1801,129704.0
1802,124002.0
1803,146237.0
1804,138750.0
1805,133520.0
1806,119877.0
1807,125836.0
1808,118904.0
1809,120479.0
1810,144855.0
1811,91888.0
1812,94378.0
1813,123558.0
1814,91930.0
1815,53915.0
1816,96667.0
1817,108245.0
1818,146097.0
1819,125115.0
1820,59385.0
1821,105061.0
1822,149371.0
1823,49559.0
1824,124582.0
1825,141630.0
1826,101822.0
1827,96801.0
1828,134211.0
1829,115499.0
1830,145129.0
1831,144112.0
1832,72958.0
1833,136908.0
1834,117792.0
1835,123129.0
1836,124324.0
1837,83431.0
1838,125321.0
1839,92323.0
1840,159250.0
1841,146771.0
1842,87147.0
1843,130064.0
1844,135645.0
1845,143526.0
1846,154261.0
1847,161907.0
1848,52526.0
1849,106995.0
1850,116072.0
1851,151143.0
1852,119707.0
1853,129274.0
1854,169626.0
1855,142003.0
1856,220828.0
1857,138087.0
1858,138740.0
1859,115562.0
1860,147865.0
1861,115161.0
1862,314246.0
1863,299522.0
1864,300097.0
1865,337727.0
1866,334489.0
1867,228474.0
1868,298810.0
1869,202274.0
1870,224815.0
1871,251584.0
1872,169574.0
1873,237209.0
1874,145346.0
1875,198728.0
1876,199388.0
1877,210903.0
1878,209432.0
1879,129057.0
1880,133015.0
1881,238163.0
1882,249820.0
1883,185265.0
1884,207644.0
1885,245654.0
1886,297040.0
1887,210137.0
1888,271152.0
1889,164294.0
1890,117990.0
1891,131136.0
1892,97764.0
1893,129687.0
1894,122993.0
1895,133844.0
1896,123694.0
1897,112059.0
1898,114916.0
1899,148077.0
1900,150000.0
1901,171748.0
1902,149816.0
1903,209315.0
1904,147805.0
1905,200424.0
1906,157360.0
1907,205256.0
1908,109156.0
1909,128444.0
1910,117220.0
1911,217536.0
1912,320836.0
1913,142691.0
1914,67344.0
1915,315088.0
1916,59365.0
1917,252024.0
1918,141246.0
1919,170559.0
1920,146251.0
1921,401240.0
1922,319044.0
1923,221256.0
1924,229779.0
1925,191764.0
1926,396551.0
1927,131327.0
1928,156357.0
1929,127349.0
1930,128548.0
1931,140355.0
1932,136196.0
1933,185920.0
1934,181773.0
1935,171959.0
1936,195403.0
1937,181876.0
1938,171374.0
1939,237920.0
1940,186191.0
1941,172999.0
1942,181787.0
1943,208338.0
1944,372554.0
1945,397804.0
1946,136341.0
1947,325434.0
1948,177015.0
1949,246354.0
1950,187276.0
1951,243931.0
1952,207789.0
1953,169804.0
1954,181393.0
1955,130918.0
1956,306082.0
1957,153975.0
1958,312056.0
1959,142104.0
1960,112170.0
1961,120832.0
1962,95367.0
1963,104388.0
1964,108746.0
1965,142825.0
1966,137703.0
1967,290775.0
1968,433167.0
1969,398036.0
1970,442531.0
1971,475542.0
1972,382192.0
1973,256124.0
1974,330321.0
1975,533188.0
1976,267798.0
1977,354342.0
1978,358045.0
1979,330632.0
1980,198792.0
1981,352564.0
1982,218000.0
1983,202881.0
1984,167019.0
1985,225816.0
1986,211293.0
1987,180158.0
1988,175082.0
1989,192670.0
1990,213222.0
1991,231130.0
1992,215001.0
1993,166962.0
1994,237580.0
1995,185626.0
1996,246680.0
1997,308600.0
1998,327044.0
1999,264400.0
2000,315564.0
2001,270389.0
2002,245679.0
2003,262237.0
2004,288042.0
2005,220849.0
2006,224895.0
2007,245433.0
2008,223902.0
2009,195601.0
2010,191922.0
2011,136991.0
2012,169236.0
2013,177583.0
2014,182680.0
2015,200997.0
2016,189557.0
2017,193397.0
2018,117236.0
2019,135545.0
2020,104778.0
2021,101602.0
2022,185816.0
2023,142103.0
2024,257662.0
2025,354267.0
2026,173946.0
2027,157512.0
2028,150946.0
2029,172493.0
2030,268747.0
2031,237032.0
2032,250908.0
2033,257454.0
2034,170139.0
2035,225083.0
2036,199826.0
2037,205066.0
2038,313305.0
2039,227626.0
2040,296096.0
2041,298579.0
2042,208776.0
2043,177387.0
2044,172302.0
2045,211096.0
2046,141257.0
2047,143364.0
2048,139025.0
2049,137757.0
2050,174916.0
2051,103260.0
2052,121507.0
2053,146780.0
2054,86721.0
2055,155872.0
2056,139534.0
2057,110827.0
2058,216936.0
2059,131340.0
2060,173717.0
2061,173361.0
2062,128572.0
2063,115246.0
2064,139978.0
2065,115707.0
2066,156704.0
2067,110079.0
2068,140066.0
2069,86629.0
2070,114246.0
2071,91402.0
2072,130892.0
2073,133500.0
2074,183786.0
2075,146479.0
2076,118617.0
2077,156890.0
2078,127166.0
2079,129440.0
2080,115876.0
2081,123935.0
2082,118008.0
2083,143461.0
2084,109466.0
2085,116940.0
2086,112603.0
2087,120306.0
2088,95934.0
2089,77009.0
2090,122121.0
2091,112483.0
2092,122227.0
2093,113280.0
2094,102640.0
2095,144328.0
2096,76857.0
2097,92523.0
2098,147450.0
2099,50955.0
2100,68831.0
2101,116705.0
2102,119401.0
2103,102126.0
2104,134034.0
2105,126664.0
2106,64348.0
2107,202702.0
2108,114445.0
2109,110696.0
2110,128358.0
2111,131217.0
2112,138871.0
2113,120323.0
2114,116444.0
2115,160197.0
2116,112144.0
2117,153001.0
2118,123284.0
2119,107746.0
2120,108653.0
2121,86714.0
2122,113819.0
2123,81187.0
2124,158321.0
2125,127437.0
2126,150052.0
2127,150256.0
2128,120862.0
2129,88472.0
2130,139628.0
2131,131426.0
2132,111598.0
2133,115361.0
2134,121392.0
2135,87712.0
2136,78009.0
2137,105520.0
2138,128468.0
2139,150321.0
2140,139970.0
2141,153902.0
2142,125482.0
2143,144748.0
2144,115526.0
2145,137388.0
2146,170819.0
2147,136346.0
2148,131603.0
2149,147257.0
2150,228010.0
2151,113465.0
2152,169753.0
2153,169354.0
2154,104468.0
2155,141700.0
2156,262869.0
2157,231119.0
2158,233325.0
2159,204169.0
2160,175035.0
2161,235195.0
2162,382019.0
2163,357087.0
2164,246480.0
2165,202343.0
2166,150853.0
2167,224798.0
2168,197309.0
2169,195303.0
2170,220014.0
2171,156444.0
2172,129421.0
2173,169524.0
2174,225522.0
2175,298592.0
2176,321220.0
2177,239622.0
2178,210932.0
2179,137193.0
2180,225428.0
2181,187642.0
2182,218988.0
2183,185737.0
2184,119549.0
2185,124978.0
2186,147917.0
2187,150651.0
2188,152604.0
2189,245257.0
2190,79090.0
2191,78782.0
2192,89604.0
2193,106347.0
2194,99540.0
2195,106999.0
2196,93109.0
2197,111863.0
2198,157808.0
2199,180678.0
2200,154251.0
2201,139743.0
2202,222624.0
2203,138090.0
2204,176579.0
2205,117451.0
2206,144420.0
2207,213880.0
2208,260388.0
2209,245335.0
2210,115940.0
2211,111827.0
2212,117076.0
2213,98322.0
2214,129411.0
2215,94439.0
2216,147869.0
2217,61446.0
2218,84703.0
2219,81531.0
2220,81190.0
2221,315763.0
2222,276950.0
2223,288397.0
2224,209856.0
2225,119436.0
2226,185323.0
2227,194259.0
2228,262049.0
2229,251211.0
2230,152314.0
2231,211355.0
2232,180793.0
2233,173679.0
2234,239593.0
2235,219182.0
2236,255242.0
2237,332489.0
2238,202038.0
2239,104285.0
2240,157867.0
2241,153658.0
2242,122804.0
2243,128128.0
2244,101001.0
2245,100607.0
2246,138180.0
2247,110199.0
2248,125556.0
2249,119267.0
2250,129723.0
2251,97840.0
2252,175988.0
2253,152013.0
2254,176051.0
2255,186217.0
2256,176443.0
2257,210976.0
2258,159064.0
2259,176301.0
2260,152896.0
2261,188777.0
2262,204848.0
2263,380481.0
2264,507218.0
2265,171508.0
2266,310914.0
2267,373367.0
2268,419406.0
2269,146605.0
2270,193974.0
2271,212495.0
2272,194862.0
2273,166965.0
2274,182799.0
2275,167617.0
2276,193443.0
2277,183807.0
2278,145789.0
2279,125969.0
2280,115491.0
2281,166416.0
2282,181763.0
2283,103330.0
2284,111978.0
2285,139767.0
2286,121659.0
2287,359903.0
2288,274942.0
2289,379634.0
2290,490677.0
2291,324821.0
2292,457521.0
2293,500768.0
2294,413648.0
2295,510293.0
2296,285132.0
2297,328587.0
2298,336985.0
2299,362040.0
2300,341968.0
2301,297020.0
2302,245082.0
2303,234917.0
2304,244201.0
2305,187200.0
2306,184256.0
2307,193377.0
2308,223986.0
2309,283554.0
2310,208083.0
2311,195830.0
2312,175743.0
2313,172502.0
2314,169176.0
2315,176865.0
2316,191178.0
2317,184470.0
2318,178092.0
2319,178686.0
2320,180946.0
2321,233199.0
2322,172768.0
2323,188472.0
2324,176161.0
2325,212799.0
2326,172402.0
2327,203204.0
2328,227297.0
2329,188577.0
2330,181514.0
2331,347157.0
2332,403696.0
2333,318517.0
2334,255392.0
2335,273984.0
2336,318733.0
2337,202265.0
2338,276915.0
2339,223509.0
2340,411086.0
2341,222619.0
2342,234764.0
2343,228648.0
2344,224599.0
2345,236244.0
2346,209429.0
2347,197933.0
2348,239273.0
2349,177015.0
2350,309502.0
2351,257963.0
2352,252489.0
2353,247373.0
2354,136558.0
2355,138154.0
2356,151273.0
2357,188789.0
2358,193881.0
2359,132098.0
2360,113768.0
2361,144695.0
2362,273330.0
2363,139202.0
2364,154038.0
2365,216608.0
2366,191027.0
2367,224039.0
2368,217559.0
2369,224508.0
2370,171755.0
2371,166505.0
2372,193173.0
2373,290237.0
2374,326145.0
2375,257381.0
2376,278689.0
2377,348223.0
2378,141789.0
2379,204394.0
2380,145441.0
2381,169407.0
2382,204703.0
2383,206522.0
2384,253010.0
2385,160317.0
2386,132438.0
2387,132737.0
2388,95647.0
2389,117751.0
2390,146093.0
2391,141501.0
2392,112401.0
2393,169159.0
2394,145342.0
2395,209719.0
2396,144149.0
2397,213035.0
2398,129752.0
2399,60538.0
2400,60209.0
2401,117915.0
2402,135854.0
2403,139692.0
2404,148274.0
2405,162116.0
2406,140801.0
2407,124339.0
2408,141894.0
2409,118458.0
2410,162392.0
2411,115687.0
2412,154145.0
2413,128084.0
2414,151686.0
2415,130433.0
2416,125383.0
2417,132103.0
2418,130086.0
2419,125727.0
2420,121573.0
2421,147039.0
2422,107540.0
2423,113110.0
2424,146491.0
2425,200540.0
2426,128737.0
2427,130762.0
2428,178250.0
2429,111714.0
2430,132488.0
2431,105693.0
2432,144199.0
2433,147321.0
2434,140537.0
2435,151590.0
2436,103972.0
2437,107511.0
2438,123736.0
2439,98632.0
2440,118983.0
2441,88318.0
2442,92033.0
2443,119272.0
2444,123542.0
2445,82835.0
2446,135127.0
2447,183663.0
2448,129964.0
2449,107032.0
2450,145462.0
2451,121567.0
2452,195735.0
2453,91217.0
2454,119559.0
2455,118182.0
2456,136668.0
2457,132236.0
2458,125172.0
2459,109626.0
2460,135117.0
2461,121985.0
2462,134209.0
2463,120014.0
2464,181612.0
2465,143865.0
2466,116205.0
2467,127833.0
2468,81106.0
2469,77869.0
2470,186276.0
2471,206652.0
2472,159870.0
2473,116070.0
2474,72690.0
2475,222937.0
2476,114161.0
2477,126055.0
2478,150185.0
2479,102561.0
2480,156989.0
2481,122085.0
2482,127702.0
2483,110742.0
2484,122210.0
2485,124495.0
2486,155413.0
2487,167065.0
2488,159409.0
2489,151027.0
2490,146059.0
2491,89220.0
2492,189779.0
2493,143914.0
2494,143389.0
2495,84619.0
2496,218200.0
2497,150415.0
2498,110839.0
2499,85270.0
2500,126165.0
2501,136116.0
2502,145602.0
2503,92804.0
2504,186864.0
2505,224055.0
2506,252201.0
2507,286288.0
2508,253117.0
2509,212519.0
2510,215815.0
2511,173165.0
2512,208948.0
2513,222373.0
2514,247466.0
2515,149709.0
2516,172449.0
2517,143774.0
2518,151366.0
2519,231139.0
2520,215764.0
2521,185696.0
2522,225042.0
2523,120900.0
2524,137478.0
2525,148988.0
2526,135161.0
2527,113398.0
2528,125519.0
2529,132910.0
2530,122581.0
2531,254419.0
2532,225166.0
2533,195236.0
2534,229164.0
2535,306438.0
2536,228260.0
2537,237123.0
2538,179352.0
2539,185239.0
2540,177067.0
2541,180285.0
2542,164994.0
2543,122837.0
2544,119052.0
2545,131352.0
2546,123042.0
2547,138296.0
2548,152500.0
2549,159525.0
2550,768213.0
2551,138206.0
2552,129929.0
2553,71303.0
2554,93542.0
2555,117897.0
2556,102801.0
2557,109105.0
2558,159030.0
2559,134369.0
2560,147091.0
2561,139478.0
2562,138919.0
2563,151883.0
2564,199780.0
2565,137193.0
2566,149740.0
2567,131247.0
2568,205092.0
2569,220075.0
2570,113409.0
2571,183950.0
2572,146707.0
2573,224928.0
2574,266807.0
2575,126196.0
2576,113185.0
2577,141974.0
2578,82026.0
2579,61878.0
2580,113568.0
2581,115623.0
2582,119221.0
2583,285044.0
2584,171847.0
2585,184122.0
2586,220744.0
2587,198390.0
2588,140934.0
2589,148665.0
2590,202719.0
2591,206984.0
2592,208654.0
2593,249515.0
2594,177436.0
2595,200818.0
2596,288607.0
2597,185323.0
2598,288057.0
2599,331922.0
2600,152320.0
2601,147709.0
2602,81501.0
2603,90370.0
2604,86469.0
2605,75388.0
2606,145171.0
2607,205938.0
2608,201034.0
2609,168636.0
2610,107846.0
2611,118792.0
2612,155728.0
2613,131396.0
2614,125356.0
2615,153264.0
2616,146679.0
2617,180244.0
2618,199747.0
2619,199192.0
2620,189636.0
2621,175850.0
2622,182158.0
2623,240573.0
2624,307399.0
2625,295253.0
2626,174194.0
2627,163125.0
2628,521459.0
2629,526027.0
2630,376897.0
2631,499620.0
2632,442139.0
2633,318260.0
2634,421294.0
2635,156664.0
2636,178721.0
2637,182477.0
2638,260100.0
2639,184232.0
2640,154187.0
2641,103486.0
2642,185666.0
2643,99927.0
2644,117466.0
2645,105058.0
2646,92817.0
2647,100473.0
2648,144718.0
2649,146313.0
2650,136335.0
2651,138397.0
2652,403215.0
2653,246676.0
2654,243381.0
2655,403107.0
2656,314860.0
2657,352545.0
2658,306975.0
2659,303338.0
2660,349303.0
2661,358453.0
2662,366153.0
2663,279033.0
2664,271718.0
2665,326190.0
2666,282678.0
2667,166304.0
2668,175315.0
2669,177887.0
2670,274988.0
2671,182498.0
2672,188780.0
2673,201036.0
2674,193513.0
2675,170941.0
2676,191051.0
2677,198009.0
2678,255444.0
2679,269114.0
2680,282474.0
2681,410969.0
2682,318268.0
2683,548636.0
2684,312345.0
2685,328090.0
2686,255058.0
2687,328684.0
2688,212961.0
2689,204008.0
2690,449679.0
2691,187464.0
2692,132701.0
2693,195194.0
2694,132056.0
2695,191141.0
2696,181697.0
2697,188328.0
2698,193798.0
2699,173440.0
2700,154572.0
2701,145732.0
2702,108878.0
2703,119790.0
2704,137444.0
2705,117023.0
2706,110667.0
2707,121703.0
2708,133024.0
2709,102374.0
2710,127269.0
2711,284704.0
2712,394882.0
2713,170741.0
2714,149112.0
2715,171414.0
2716,141133.0
2717,190452.0
2718,221411.0
2719,155168.0
2720,171578.0
2721,131240.0
2722,156970.0
2723,138293.0
2724,125728.0
2725,128969.0
2726,150221.0
2727,176750.0
2728,174020.0
2729,150105.0
2730,145766.0
2731,129247.0
2732,131359.0
2733,156935.0
2734,143944.0
2735,135093.0
2736,141891.0
2737,121562.0
2738,131817.0
2739,158858.0
2740,133001.0
2741,147181.0
2742,150938.0
2743,153784.0
2744,162655.0
2745,138378.0
2746,136454.0
2747,139826.0
2748,119221.0
2749,130449.0
2750,131317.0
2751,135348.0
2752,177317.0
2753,145687.0
2754,227482.0
2755,130604.0
2756,92975.0
2757,65171.0
2758,82510.0
2759,162265.0
2760,117843.0
2761,146964.0
2762,143144.0
2763,179234.0
2764,146675.0
2765,286308.0
2766,127812.0
2767,88408.0
2768,124442.0
2769,129843.0
2770,134524.0
2771,107956.0
2772,108856.0
2773,166992.0
2774,142523.0
2775,109011.0
2776,134752.0
2777,142349.0
2778,104261.0
2779,115859.0
2780,90304.0
2781,95149.0
2782,93184.0
2783,97492.0
2784,120368.0
2785,136107.0
2786,63033.0
2787,122693.0
2788,71605.0
2789,165438.0
2790,95836.0
2791,109978.0
2792,60663.0
2793,166135.0
2794,92958.0
2795,119115.0
2796,99080.0
2797,205692.0
2798,104494.0
2799,114458.0
2800,61416.0
2801,105401.0
2802,129805.0
2803,165563.0
2804,126221.0
2805,96085.0
2806,81226.0
2807,163313.0
2808,150746.0
2809,134686.0
2810,125685.0
2811,159740.0
2812,160920.0
2813,150071.0
2814,150897.0
2815,94873.0
2816,234250.0
2817,154063.0
2818,133045.0
2819,165691.0
2820,135593.0
2821,106004.0
2822,199296.0
2823,354358.0
2824,184642.0
2825,149778.0
2826,129391.0
2827,131573.0
2828,214810.0
2829,211291.0
2830,228109.0
2831,174491.0
2832,244989.0
2833,304606.0
2834,218154.0
2835,218357.0
2836,190925.0
2837,154800.0
2838,144882.0
2839,175534.0
2840,204388.0
2841,205521.0
2842,229596.0
2843,150001.0
2844,166862.0
2845,123532.0
2846,211991.0
2847,205502.0
2848,215029.0
2849,195309.0
2850,280795.0
2851,215110.0
2852,236676.0
2853,234417.0
2854,137382.0
2855,198773.0
2856,199227.0
2857,184877.0
2858,200947.0
2859,114663.0
2860,125652.0
2861,123479.0
2862,189927.0
2863,124181.0
2864,247183.0
2865,138846.0
2866,138983.0
2867,96851.0
2868,94769.0
2869,102527.0
2870,120311.0
2871,80574.0
2872,49209.0
2873,95509.0
2874,139586.0
2875,113571.0
2876,165923.0
2877,143357.0
2878,168743.0
2879,133147.0
2880,96892.0
2881,144203.0
2882,172197.0
2883,193310.0
2884,196512.0
2885,186969.0
2886,235526.0
2887,92031.0
2888,134263.0
2889,53243.0
2890,79323.0
2891,133549.0
2892,51643.0
2893,89910.0
2894,63875.0
2895,344483.0
2896,282051.0
2897,203108.0
2898,143177.0
2899,207772.0
2900,162857.0
2901,207283.0
2902,185370.0
2903,326989.0
2904,351373.0
2905,85446.0
2906,199341.0
2907,111288.0
2908,129818.0
2909,143322.0
2910,79236.0
2911,81319.0
2912,145016.0
2913,79831.0
2914,75247.0
2915,80979.0
2916,79339.0
2917,165590.0
2918,112695.0
2919,215528.0
